Unnamed: 0,Date,Prediction,Actual,Current_Time,predictionAdjusted,actualAdjusted,predictionDiff,actualDiff
5,2024-03-11,2451.726806640625,2479.360107421875,,2423.353515625,2504.800048828125,-28.373291015625,25.43994140625
6,2024-03-12,2464.65185546875,2521.909912109375,,2369.754150390625,2514.919921875,-94.897705078125,-6.989990234375
7,2024-03-13,2460.6298828125,2527.4599609375,,2409.961181640625,2510.43994140625,-50.668701171875,-17.02001953125
8,2024-03-14,2438.8232421875,2527.85009765625,,2343.778076171875,2550.5,-95.045166015625,22.64990234375
9,2024-03-15,2425.872314453125,2533.6201171875,,2280.76318359375,2534.340087890625,-145.109130859375,0.719970703125
10,2024-03-18,2444.325927734375,2504.800048828125,,2451.726806640625,2526.070068359375,7.40087890625,21.27001953125
11,2024-03-19,2484.669921875,2514.919921875,,2464.65185546875,2547.969970703125,-20.01806640625,33.050048828125
12,2024-03-20,2471.760986328125,2510.43994140625,,2460.6298828125,2537.3701171875,-11.131103515625,26.93017578125
13,2024-03-21,2367.753173828125,2550.5,,2438.8232421875,2518.27001953125,71.070068359375,-32.22998046875
14,2024-03-22,2524.031494140625,2534.340087890625,,2425.872314453125,2508.64990234375,-98.1591796875,-25.690185546875
15,2024-03-25,2532.528564453125,2526.070068359375,,2444.325927734375,2513.52001953125,-88.20263671875,-12.550048828125
16,2024-03-26,2512.788818359375,2547.969970703125,,2484.669921875,2521.860107421875,-28.118896484375,-26.10986328125
17,2024-03-27,2521.3544921875,2537.3701171875,,2471.760986328125,2504.800048828125,-49.593505859375,-32.570068359375
18,2024-03-28,2539.75390625,2518.27001953125,,2367.753173828125,2522.360107421875,-172.000732421875,4.090087890625
21,2024-04-02,2525.415283203125,2508.64990234375,,2524.031494140625,2513.5,-1.3837890625,4.85009765625
22,2024-04-03,2502.9423828125,2513.52001953125,,2532.528564453125,2519.050048828125,29.586181640625,5.530029296875
23,2024-04-04,2524.00537109375,2521.860107421875,,2512.788818359375,2499.699951171875,-11.216552734375,-22.16015625
24,2024-04-05,2508.546630859375,2504.800048828125,,2521.3544921875,2506.989990234375,12.807861328125,2.18994140625
25,2024-04-08,2535.3701171875,2522.360107421875,,2539.75390625,2523.39990234375,4.3837890625,1.039794921875
26,2024-04-09,2522.932861328125,2513.5,,2525.415283203125,2491.760009765625,2.482421875,-21.739990234375
27,2024-04-10,2536.199462890625,2519.050048828125,,2502.9423828125,2505.27001953125,-33.257080078125,-13.780029296875
28,2024-04-11,2524.7880859375,2499.699951171875,,2524.00537109375,2517.68994140625,-0.78271484375,17.989990234375
29,2024-04-12,2502.47900390625,2506.989990234375,,2508.546630859375,2502.070068359375,6.067626953125,-4.919921875
30,2024-04-15,2515.124267578125,2523.39990234375,2024-11-10 22:49:42,2535.3701171875,2511.409912109375,20.245849609375,-11.989990234375
31,2024-04-16,2495.2138671875,2491.760009765625,2024-11-10 22:54:10,2522.932861328125,2546.330078125,27.718994140625,54.570068359375
32,2024-04-17,2510.10107421875,2505.27001953125,2024-11-10 22:58:43,2536.199462890625,2543.2099609375,26.098388671875,37.93994140625
33,2024-04-18,2513.87939453125,2517.68994140625,2024-11-10 23:03:12,2524.7880859375,2525.39990234375,10.90869140625,7.7099609375
34,2024-04-19,2516.773193359375,2502.070068359375,2024-11-10 23:07:40,2502.47900390625,2557.699951171875,-14.294189453125,55.6298828125
35,2024-04-22,2500.623291015625,2511.409912109375,2024-11-10 23:12:09,2515.124267578125,2566.81005859375,14.5009765625,55.400146484375
36,2024-04-23,2496.7060546875,2546.330078125,2024-11-10 23:16:38,2495.2138671875,2556.39990234375,-1.4921875,10.06982421875
37,2024-04-24,2451.862548828125,2543.2099609375,2024-11-10 23:21:06,2510.10107421875,2525.2099609375,58.238525390625,-18.0
38,2024-04-25,2510.1728515625,2525.39990234375,2024-11-10 23:25:34,2513.87939453125,2540.080078125,3.70654296875,14.68017578125
39,2024-04-26,2518.8740234375,2557.699951171875,2024-11-10 23:30:07,2516.773193359375,2563.7900390625,-2.100830078125,6.090087890625
40,2024-04-29,2516.093505859375,2566.81005859375,2024-11-10 23:34:32,2500.623291015625,2593.169921875,-15.47021484375,26.35986328125
41,2024-04-30,2532.78271484375,2556.39990234375,2024-11-10 23:39:03,2496.7060546875,2589.10009765625,-36.07666015625,32.7001953125
43,2024-05-02,2538.17578125,2525.2099609375,2024-11-10 23:47:59,2451.862548828125,2627.8701171875,-86.313232421875,102.66015625
44,2024-05-03,2534.20947265625,2540.080078125,2024-11-10 23:52:32,2510.1728515625,2624.760009765625,-24.03662109375,84.679931640625
45,2024-05-06,2550.518798828125,2563.7900390625,2024-11-10 23:57:04,2518.8740234375,2632.85009765625,-31.644775390625,69.06005859375
46,2024-05-07,2533.0849609375,2593.169921875,2024-11-11 00:01:32,2516.093505859375,2627.52001953125,-16.991455078125,34.35009765625
47,2024-05-08,2547.66455078125,2589.10009765625,2024-11-11 00:05:58,2532.78271484375,2608.820068359375,-14.8818359375,19.719970703125
49,2024-05-10,2546.957763671875,2627.8701171875,2024-11-11 00:14:51,2538.17578125,2602.199951171875,-8.781982421875,-25.670166015625
50,2024-05-13,2580.169921875,2624.760009765625,2024-11-11 00:19:17,2534.20947265625,2632.169921875,-45.96044921875,7.409912109375
51,2024-05-14,2562.76318359375,2632.85009765625,2024-11-11 00:23:44,2550.518798828125,2631.489990234375,-12.244384765625,-1.360107421875
52,2024-05-15,2637.776611328125,2627.52001953125,2024-11-11 00:28:15,2533.0849609375,2634.510009765625,-104.691650390625,6.989990234375
53,2024-05-16,2587.725830078125,2608.820068359375,2024-11-11 00:32:44,2547.66455078125,2641.469970703125,-40.061279296875,32.64990234375
54,2024-05-17,2548.009033203125,2602.199951171875,2024-11-11 00:37:14,2546.957763671875,2624.5,-1.05126953125,22.300048828125
55,2024-05-20,2583.955078125,2632.169921875,2024-11-11 00:41:45,2580.169921875,2630.300048828125,-3.78515625,-1.869873046875
56,2024-05-21,2565.5498046875,2631.489990234375,2024-11-11 00:46:12,2562.76318359375,2616.2900390625,-2.78662109375,-15.199951171875
57,2024-05-22,2596.036376953125,2634.510009765625,2024-11-11 00:50:38,2637.776611328125,2583.5,41.740234375,-51.010009765625
58,2024-05-23,2631.42724609375,2641.469970703125,2024-11-11 00:55:04,2587.725830078125,2593.070068359375,-43.701416015625,-48.39990234375
59,2024-05-24,2576.854248046875,2624.5,2024-11-11 00:59:30,2548.009033203125,2604.10009765625,-28.84521484375,-20.39990234375
60,2024-05-27,2620.239501953125,2630.300048828125,2024-11-11 01:03:58,2583.955078125,2612.02001953125,-36.284423828125,-18.280029296875
61,2024-05-28,2574.957275390625,2616.2900390625,2024-11-11 01:08:24,2565.5498046875,2587.699951171875,-9.407470703125,-28.590087890625
62,2024-05-29,2643.1826171875,2583.5,2024-11-11 01:12:52,2596.036376953125,2609.719970703125,-47.146240234375,26.219970703125
63,2024-05-30,2577.7900390625,2593.070068359375,2024-11-11 01:17:19,2631.42724609375,2623.590087890625,53.63720703125,30.52001953125
64,2024-05-31,2617.261962890625,2604.10009765625,2024-11-11 01:21:48,2576.854248046875,2600.719970703125,-40.40771484375,-3.380126953125
65,2024-06-03,2586.8935546875,2612.02001953125,2024-11-11 01:26:16,2620.239501953125,2586.9599609375,33.345947265625,-25.06005859375
66,2024-06-04,2602.489990234375,2587.699951171875,2024-11-11 01:30:41,2574.957275390625,2627.1201171875,-27.53271484375,39.420166015625
67,2024-06-05,2577.97998046875,2609.719970703125,2024-11-11 01:35:04,2643.1826171875,2587.110107421875,65.20263671875,-22.60986328125
69,2024-06-07,2568.71533203125,2623.590087890625,2024-11-11 01:44:01,2577.7900390625,2561.60009765625,9.07470703125,-61.989990234375
70,2024-06-10,2616.87158203125,2600.719970703125,2024-11-11 01:48:28,2617.261962890625,2558.510009765625,0.390380859375,-42.2099609375
71,2024-06-11,2597.366943359375,2586.9599609375,2024-11-11 01:53:00,2586.8935546875,2566.489990234375,-10.473388671875,-20.469970703125
72,2024-06-12,2590.719970703125,2627.1201171875,2024-11-11 01:57:27,2602.489990234375,2554.2099609375,11.77001953125,-72.91015625
73,2024-06-13,2586.4091796875,2587.110107421875,2024-11-11 02:01:53,2577.97998046875,2573.77001953125,-8.42919921875,-13.340087890625
74,2024-06-14,2596.342041015625,2561.60009765625,2024-11-11 02:06:23,2568.71533203125,2594.5400390625,-27.626708984375,32.93994140625
75,2024-06-17,2596.338134765625,2558.510009765625,2024-11-11 02:10:53,2616.87158203125,2561.570068359375,20.533447265625,3.06005859375
76,2024-06-18,2562.2958984375,2566.489990234375,2024-11-11 02:15:23,2597.366943359375,2572.239990234375,35.071044921875,5.75
77,2024-06-19,2593.8203125,2554.2099609375,2024-11-11 02:19:49,2590.719970703125,2557.8701171875,-3.100341796875,3.66015625
