Unnamed: 0,Date,Prediction,Actual,Current_Time,predictionAdjusted,actualAdjusted,predictionDiff,actualDiff
5,2024-03-11,18159.525390625,17951.689453125,,18236.1953125,17985.009765625,76.669921875,33.3203125
6,2024-03-12,17797.37890625,18219.109375,,18231.216796875,18032.19921875,433.837890625,-186.91015625
7,2024-03-13,18115.8828125,18068.470703125,,18486.5390625,18240.109375,370.65625,171.638671875
8,2024-03-14,18032.912109375,18014.810546875,,18196.087890625,18320.380859375,163.17578125,305.5703125
9,2024-03-15,17960.275390625,17808.25,,18038.611328125,18339.439453125,78.3359375,531.189453125
10,2024-03-18,17562.50390625,17985.009765625,,18159.525390625,18277.060546875,597.021484375,292.05078125
11,2024-03-19,18051.931640625,18032.19921875,,17797.37890625,18210.5390625,-254.552734375,178.33984375
12,2024-03-20,17718.458984375,18240.109375,,18115.8828125,18280.83984375,397.423828125,40.73046875
13,2024-03-21,18288.712890625,18320.380859375,,18032.912109375,18254.689453125,-255.80078125,-65.69140625
14,2024-03-22,17924.76953125,18339.439453125,,17960.275390625,18293.19921875,35.505859375,-46.240234375
15,2024-03-25,18074.783203125,18277.060546875,,17562.50390625,18121.779296875,-512.279296875,-155.28125
16,2024-03-26,18049.294921875,18210.5390625,,18051.931640625,18160.189453125,2.63671875,-50.349609375
17,2024-03-27,18055.9921875,18280.83984375,,17718.458984375,17878.779296875,-337.533203125,-402.060546875
18,2024-03-28,18190.55078125,18254.689453125,,18288.712890625,18108.4609375,98.162109375,-146.228515625
20,2024-04-01,18420.298828125,18293.19921875,,17924.76953125,18100.189453125,-495.529296875,-193.009765625
21,2024-04-02,18259.732421875,18121.779296875,,18074.783203125,18169.900390625,-184.94921875,48.12109375
22,2024-04-03,18412.708984375,18160.189453125,,18049.294921875,18011.66015625,-363.4140625,-148.529296875
23,2024-04-04,18176.966796875,17878.779296875,,18055.9921875,18307.98046875,-120.974609375,429.201171875
24,2024-04-05,18249.78125,18108.4609375,,18190.55078125,18003.490234375,-59.23046875,-104.970703125
25,2024-04-08,18196.046875,18100.189453125,,18420.298828125,17706.830078125,224.251953125,-393.359375
26,2024-04-09,18128.51953125,18169.900390625,,18259.732421875,17713.66015625,131.212890625,-456.240234375
27,2024-04-10,18040.8359375,18011.66015625,,18412.708984375,17493.619140625,371.873046875,-518.041015625
28,2024-04-11,18085.310546875,18307.98046875,,18176.966796875,17394.310546875,91.65625,-913.669921875
29,2024-04-12,18044.27734375,18003.490234375,,18249.78125,17037.650390625,205.50390625,-965.83984375
30,2024-04-15,18058.0390625,17706.830078125,,18196.046875,17210.890625,138.0078125,-495.939453125
31,2024-04-16,18066.52734375,17713.66015625,,18128.51953125,17471.470703125,61.9921875,-242.189453125
32,2024-04-17,17993.98046875,17493.619140625,,18040.8359375,17526.80078125,46.85546875,33.181640625
33,2024-04-18,17875.9140625,17394.310546875,,18085.310546875,17430.5,209.396484375,36.189453125
34,2024-04-19,17868.62890625,17037.650390625,,18044.27734375,17718.30078125,175.6484375,680.650390625
35,2024-04-22,18062.830078125,17210.890625,,18058.0390625,17782.720703125,-4.791015625,571.830078125
