Date,Prediction,Actual,Current_Time
2024-03-04,5077.873046875,5130.9501953125,
2024-03-05,5106.15087890625,5078.64990234375,
2024-03-06,5092.95849609375,5104.759765625,
2024-03-07,5122.69091796875,5157.35986328125,
2024-03-08,5078.30615234375,5123.68994140625,
2024-03-11,5103.4208984375,5117.93994140625,
2024-03-12,5100.08349609375,5175.27001953125,
2024-03-13,5069.02197265625,5165.31005859375,
2024-03-14,5149.0048828125,5150.47998046875,
2024-03-15,5099.64111328125,5117.08984375,
2024-03-18,5085.76318359375,5149.419921875,
2024-03-19,5168.82666015625,5178.509765625,
2024-03-20,5071.63623046875,5224.6201171875,
2024-03-21,5180.7470703125,5241.52978515625,
2024-03-22,5230.9931640625,5234.18017578125,
2024-03-25,5147.06640625,5218.18994140625,
2024-03-26,5142.27880859375,5203.580078125,
2024-03-27,5181.03515625,5248.490234375,
2024-03-28,5202.81982421875,5254.35009765625,
2024-03-28,5194.84130859375,5254.35009765625,
2024-04-01,5229.68017578125,5243.77001953125,
2024-04-02,5167.36083984375,5205.81005859375,
2024-04-03,5214.390625,5211.490234375,
2024-04-04,5234.736328125,5147.2099609375,
2024-04-05,5176.80859375,5204.33984375,
2024-04-08,5181.86181640625,5202.39013671875,
2024-04-09,5260.5849609375,5209.91015625,
2024-04-10,5193.7119140625,5160.64013671875,
2024-04-11,5230.2998046875,5199.06005859375,
2024-04-12,5211.53173828125,5123.41015625,
2024-04-15,5187.56787109375,5061.81982421875,
2024-04-16,5176.48388671875,5051.41015625,
2024-04-17,5186.6923828125,5022.2099609375,
2024-04-18,5033.66259765625,5011.1201171875,
2024-04-19,5014.37451171875,4967.22998046875,
2024-04-22,5131.7041015625,5010.60009765625,
2024-04-23,5069.39990234375,5070.5498046875,
2024-04-24,5121.65576171875,5071.6298828125,
2024-04-25,5055.07861328125,5048.419921875,
2024-04-26,5114.26953125,5099.9599609375,
2024-04-29,5128.42431640625,5116.169921875,
2024-04-30,5142.77587890625,5035.68994140625,
2024-05-01,5041.111328125,5018.39013671875,
2024-05-02,5041.90087890625,5064.2001953125,
2024-05-03,5040.408203125,5127.7900390625,
2024-05-06,5146.42578125,5180.740234375,
2024-05-07,5210.671875,5187.7001953125,
2024-05-08,5183.89208984375,5187.669921875,
2024-05-09,5179.25732421875,5214.080078125,
2024-05-10,5132.2509765625,5222.68017578125,
2024-05-13,5253.83251953125,5221.419921875,
2024-05-14,5156.37109375,5246.68017578125,
2024-05-15,5235.73046875,5308.14990234375,
2024-05-16,5299.587890625,5297.10009765625,
2024-05-17,5234.08203125,5303.27001953125,
2024-05-20,5316.8212890625,5308.1298828125,
2024-05-21,5192.46240234375,5321.41015625,
2024-05-22,5241.7431640625,5307.009765625,
2024-05-23,5222.6982421875,5267.83984375,
2024-05-24,5185.68896484375,5304.72021484375,
2024-05-24,5115.07373046875,5304.72021484375,
2024-05-28,5298.6748046875,5306.0400390625,
2024-05-29,5215.1103515625,5266.9501953125,
2024-05-30,5241.85400390625,5235.47998046875,
2024-05-31,5208.16015625,5277.509765625,
2024-06-03,5090.201171875,5283.39990234375,
2024-06-04,5285.970703125,5291.33984375,
2024-06-05,5245.09912109375,5354.02978515625,
2024-06-06,5234.2822265625,5352.9599609375,
2024-06-07,5211.53369140625,5346.990234375,
2024-06-10,5219.97802734375,5360.7900390625,
2024-06-11,5285.0859375,5375.31982421875,
2024-06-12,5310.65673828125,5421.02978515625,
2024-06-13,5375.36181640625,5433.740234375,
2024-06-14,5341.0205078125,5431.60009765625,
2024-06-17,5386.09619140625,5473.22998046875,
2024-06-18,5409.37939453125,5487.02978515625,
2024-06-18,5352.0498046875,5487.02978515625,
2024-06-20,5184.35205078125,5473.169921875,
2024-06-21,5327.46875,5464.6201171875,
2024-06-24,5211.97119140625,5447.8701171875,
2024-06-25,5122.9482421875,5469.2998046875,
2024-06-26,5439.27685546875,5477.89990234375,
2024-06-27,5300.21826171875,5482.8701171875,
2024-06-28,5284.3974609375,5460.47998046875,
2024-07-01,5464.9775390625,5475.08984375,
2024-07-02,5443.13037109375,5509.009765625,
2024-07-03,5533.3701171875,5537.02001953125,
2024-07-03,5491.958984375,5537.02001953125,
2024-07-05,5552.05126953125,5567.18994140625,
2024-07-08,5545.13525390625,5572.85009765625,
2024-07-09,5581.85595703125,5576.97998046875,
2024-07-10,5573.40771484375,5633.91015625,
2024-07-11,5436.60595703125,5584.5400390625,
2024-07-12,5485.56689453125,5615.35009765625,
2024-07-15,5536.36279296875,5631.22021484375,
2024-07-16,5496.24951171875,5667.2001953125,
2024-07-17,5507.83349609375,5588.27001953125,
2024-07-18,5556.53955078125,5544.58984375,
2024-07-19,5559.935546875,5505.0,
2024-07-22,5553.05517578125,5564.41015625,
2024-07-23,5581.220703125,5555.740234375,
2024-07-24,5602.79443359375,5427.1298828125,
2024-07-25,5675.01953125,5399.22021484375,
2024-07-26,5523.8232421875,5459.10009765625,
2024-07-29,5560.6708984375,5463.5400390625,
2024-07-30,5577.23681640625,5436.43994140625,
2024-07-31,5500.0732421875,5522.2998046875,
2024-08-01,5459.97998046875,5446.68017578125,
2024-08-02,5445.0693359375,5346.56005859375,
2024-08-05,5511.462890625,5186.330078125,
2024-08-06,5253.513671875,5240.02978515625,
2024-08-07,5540.62451171875,5199.5,
