Date,Prediction,Actual,Current_Time
2024-03-04,2381.689697265625,2455.360107421875,
2024-03-05,2378.648193359375,2449.0400390625,
2024-03-06,2380.574462890625,2460.81005859375,
2024-03-07,2368.122314453125,2471.570068359375,
2024-03-08,2345.1494140625,2487.699951171875,
2024-03-11,2486.5126953125,2479.360107421875,
2024-03-12,2389.51806640625,2521.909912109375,
2024-03-13,2383.61279296875,2527.4599609375,
2024-03-14,2403.213134765625,2527.85009765625,
2024-03-15,2456.339111328125,2533.6201171875,
2024-03-18,2520.25,2504.800048828125,
2024-03-19,2452.559814453125,2514.919921875,
2024-03-20,2498.179931640625,2510.43994140625,
2024-03-21,2518.281494140625,2550.5,
2024-03-22,2486.61279296875,2534.340087890625,
2024-03-25,2468.020751953125,2526.070068359375,
2024-03-26,2510.598388671875,2547.969970703125,
2024-03-27,2482.112060546875,2537.3701171875,
2024-03-28,2528.540283203125,2518.27001953125,
2024-03-28,2560.76318359375,2518.27001953125,
2024-03-28,2545.98095703125,2518.27001953125,
2024-04-02,2541.83935546875,2508.64990234375,
2024-04-03,2557.299072265625,2513.52001953125,
2024-04-04,2534.99365234375,2521.860107421875,
2024-04-05,2494.969482421875,2504.800048828125,
2024-04-08,2521.409423828125,2522.360107421875,
2024-04-09,2535.267578125,2513.5,
2024-04-10,2498.13671875,2519.050048828125,
2024-04-11,2493.8916015625,2499.699951171875,
2024-04-12,2491.260009765625,2506.989990234375,
2024-04-15,2504.128173828125,2523.39990234375,
2024-04-16,2495.6806640625,2491.760009765625,
2024-04-17,2462.577880859375,2505.27001953125,
2024-04-18,2518.530029296875,2517.68994140625,
2024-04-19,2512.854248046875,2502.070068359375,
2024-04-22,2473.838134765625,2511.409912109375,
2024-04-23,2460.19775390625,2546.330078125,
2024-04-24,2456.796630859375,2543.2099609375,
2024-04-25,2541.794189453125,2525.39990234375,
2024-04-26,2465.909423828125,2557.699951171875,
2024-04-29,2515.3564453125,2566.81005859375,
